Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population, total",SP.POP.TOTL,Tajikistan,TJK,5283811,6216329,7697507,7874838,8059782,8252828,8454019,8663575,8880270,9100847,9321023,9537642
"Population, total",SP.POP.TOTL,Tanzania,TZA,25203848,33499177,45673520,47053033,48483132,49960563,51482638,53049231,54660345,56313444,58005461,59734213
"Population, total",SP.POP.TOTL,Thailand,THA,56558196,62952639,67518379,67835969,68144519,68438748,68714519,68971313,69209817,69428454,69625581,69799978
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,737814,884366,1113154,1133002,1153288,1174333,1196294,1219289,1243260,1267975,1293120,1318442
"Population, total",SP.POP.TOTL,Togo,TGO,3774310,4924406,6595939,6773807,6954721,7137997,7323162,7509952,7698476,7889095,8082359,8278737
"Population, total",SP.POP.TOTL,Tonga,TON,95069,97962,103558,102736,101768,101023,100780,101143,102002,103199,104497,105697
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1221121,1267159,1336180,1344814,1353708,1362337,1370332,1377563,1384060,1389841,1394969,1399491
"Population, total",SP.POP.TOTL,Tunisia,TUN,8242509,9708347,10741872,10846993,10952949,11063195,11179951,11303942,11433438,11565203,11694721,11818618
"Population, total",SP.POP.TOTL,Turkey,TUR,53921758,63240196,73443254,74651046,75925454,77229262,78529413,79827868,81116451,82340090,83429607,84339067
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,3683978,4516128,5174076,5267906,5366376,5466324,5565283,5662371,5757667,5850902,5942094,6031187
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,12115,20171,33371,34067,34733,35371,35979,36558,37116,37667,38194,38718
"Population, total",SP.POP.TOTL,Tuvalu,TUV,8910,9392,10626,10744,10849,10973,11099,11232,11365,11505,11655,11792
"Population, total",SP.POP.TOTL,Uganda,UGA,17354395,23650159,33476772,34558700,35694519,36911530,38225447,39649173,41166588,42729032,44269587,45741000
"Population, total",SP.POP.TOTL,Ukraine,UKR,51891400,49176500,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44134693
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,1828437,3134067,8946778,9141598,9197908,9214182,9262896,9360975,9487206,9630966,9770526,9890400
"Population, total",SP.POP.TOTL,United Kingdom,GBR,57247586,58892514,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67215293
"Population, total",SP.POP.TOTL,United States,USA,249623000,282162411,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
"Population, total",SP.POP.TOTL,Uruguay,URY,3109598,3319734,3368926,3378975,3389436,3400439,3412013,3424139,3436645,3449290,3461731,3473727
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,20510000,24650400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050
"Population, total",SP.POP.TOTL,Vanuatu,VUT,146575,184964,242658,249505,256637,263888,271128,278326,285499,292675,299882,307150
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,19632665,24192449,28887873,29360827,29781046,30042973,30081827,29851249,29402480,28887117,28515829,28435943
"Population, total",SP.POP.TOTL,Vietnam,VNM,67988855,79910411,88871384,89801926,90752593,91713850,92677082,93640435,94600643,95545959,96462108,97338583
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,103963,108642,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,1978248,2922153,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,11709987,17409071,23807586,24473176,25147112,25823488,26497881,27168210,27834811,28498683,29161922,29825968
"Population, total",SP.POP.TOTL,Zambia,ZMB,8036849,10415942,14023199,14465148,14926551,15399793,15879370,16363449,16853608,17351714,17861034,18383956
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,10432409,11881482,12894323,13115149,13350378,13586710,13814642,14030338,14236599,14438812,14645473,14862927
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,304648010,398113044,532760424,547482863,562601578,578075373,593871847,609978946,626392880,643090131,660046272,677243299
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,204803865,267214544,360285439,370243017,380437896,390882979,401586651,412551299,423769930,435229381,446911598,458803476
"Population, total",SP.POP.TOTL,Arab World,ARB,222653371,282344141,363156846,371437642,379696477,387899835,396028301,404042892,411942825,419851989,427870273,436080728
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,6009262,6513486,7022367,7072640,7123315,7173443,7222197,7269385,7314956,7358929,7401389,7442291
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,110743128,108447824,104174038,103935318,103713726,103496179,103257886,102994278,102740078,102538451,102398537,102253057
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2028993568,2472852816,2951423688,2994346938,3037084158,3079685581,3122156833,3164439749,3206485623,3248413593,3290291029,3332105361
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1822134188,2047640091,2222577723,2240312711,2257904491,2275075985,2291503725,2307625738,2323932848,2338223462,2350703749,2360855079
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1605187660,1816455800,1980940204,1997884913,2014779318,2031185907,2046830024,2062232304,2077970870,2091680327,2103705075,2113820753
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1584871821,1793498345,1956238874,1973056377,1989821912,2006100237,2021618425,2036897092,2052513823,2066103849,2078012370,2088015667
"Population, total",SP.POP.TOTL,Euro area,EMU,311262608,321310789,335419656,336159199,337302111,338462234,339488382,340481755,341217243,341979171,342282081,342949773
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,841536999,861270071,890136603,893755804,898022522,902367876,906669764,910870489,914608312,918031055,920806339,923452178
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,384394041,391578161,400286509,402534958,405034557,407530837,410073645,412538477,414846200,416880073,418757748,420211696
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,427282191,434305092,442630386,444865680,447330442,449780961,452263661,454682913,456945557,458942666,460788476,462209698
"Population, total",SP.POP.TOTL,European Union,EUU,420477999,429328622,440746989,441395937,442469469,443576675,444543761,445487730,446186344,446915113,447196538,447801418
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,440953223,572303917,753858934,772742559,791943328,811249811,830536041,849739853,868954263,888488369,908739462,929989551
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,354047283,471680803,641921373,660193919,679013004,698336663,718128408,738387077,759106118,780234453,801708019,823480038
"Population, total",SP.POP.TOTL,High income,HIC,1001677611,1074819578,1159642350,1166465944,1173351852,1180423771,1187317397,1194191812,1200273639,1205941621,1210795776,1214930230
"Population, total",SP.POP.TOTL,IBRD only,IBD,3472795732,3987186829,4471931983,4518944265,4566062769,4612371789,4657516187,4701907494,4746018766,4787343661,4826259460,4862388283
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,4306159746,5065355830,5868805803,5947406419,6026674017,6105863361,6184735051,6263736146,6343292514,6420905201,6496952025,6570991956
"Population, total",SP.POP.TOTL,IDA blend,IDB,278496624,360173395,467267685,478335316,489624577,501146189,512877239,524794580,536871945,549127807,561571929,574159138
"Population, total",SP.POP.TOTL,IDA only,IDX,554867390,717995606,929606135,950126838,970986671,992345383,1014341625,1037034072,1060401803,1084433733,1109120636,1134444535
"Population, total",SP.POP.TOTL,IDA total,IDA,833364014,1078169001,1396873820,1428462154,1460611248,1493491572,1527218864,1561828652,1597273748,1633561540,1670692565,1708603673
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1848493286,2045117456,2194720542,2210411890,2226143139,2241445370,2256036257,2270527108,2285348589,2297874675,2308520883,2316679176
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,441855797,520903474,596538052,603094656,609595811,615999056,622301041,628493594,634566052,640483586,646430786,652276325
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,400034081,471805920,540699864,546631449,552552130,558534202,564618410,570838477,577151682,583432088,589503742,595242966
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,426777889,504921279,580428448,586999600,593506947,599935349,606271936,612511541,618653508,624698076,630644771,636492840
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,506275626,657215854,856471437,876867234,897793439,919222955,941131317,963519718,986385402,1009691252,1033388868,1057438163
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4258752368,5015312017,5815230217,5893427777,5972367480,6051379799,6130279781,6209526269,6289507340,6367625423,6444060654,6518253973
"Population, total",SP.POP.TOTL,Low income,LIC,291068697,387088076,527467149,541205688,555116804,569367413,584084928,599290280,614965124,631147232,647870823,665149035
"Population, total",SP.POP.TOTL,Lower middle income,LMC,2012725416,2445096607,2923659939,2968243908,3013187396,3058248975,3103569257,3149022555,3194517542,3240031866,3285416867,3330652547
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,254215127,315326781,393942668,401968363,409968633,417924350,425821771,433616042,441298977,448974232,456709496,464554123
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,226259024,279279614,338813060,344998428,351290405,357629838,363975556,370294017,376588457,382955167,389457075,396147843
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,224280776,276357461,334930074,341018430,347213697,353456440,359705464,365926929,372133652,378386080,384771769,391344574
"Population, total",SP.POP.TOTL,Middle income,MIC,3967683671,4628223941,5287763068,5352222089,5417250676,5482012386,5546194853,5610235989,5674542216,5736478191,5796189831,5853104938
"Population, total",SP.POP.TOTL,North America,NAC,277373464,312909974,345987373,348656682,351207902,353888902,356507139,359245796,361731296,363967296,365987250,367553264
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1107196961,1200836415,1298723126,1306807834,1315224394,1324034852,1332787383,1341701902,1350048436,1358019416,1364841892,1370858752
"Population, total",SP.POP.TOTL,Other small states,OSS,17430785,20917080,26647965,27227313,27794594,28364446,28948893,29542903,30148954,30760469,31361259,31941374
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,1694327,1962451,2241808,2268553,2295450,2323558,2353578,2385744,2419767,2455336,2491878,2528958
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,964174249,1020504874,1077830451,1082356457,1087107539,1092062242,1096949064,1101834188,1105944222,1109750489,1112709542,1115104266
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,415057402,550660000,753326898,775573262,798496024,821931559,845759372,869943573,894512378,919485090,944902748,970795671
"Population, total",SP.POP.TOTL,Small states,SST,25134374,29393017,35912140,36568506,37213359,37861447,38524668,39198032,39883677,40574734,41254526,41912623
"Population, total",SP.POP.TOTL,South Asia,SAS,1133495194,1390946065,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1133495194,1390946065,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,509451875,665327588,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,509382368,665246457,892958422,917637577,942949525,968866993,995365079,1022435568,1050066967,1078222750,1106860245,1135948313
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,509451875,665327588,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
"Population, total",SP.POP.TOTL,Upper middle income,UMC,1954958255,2183127334,2364103129,2383978181,2404063280,2423763411,2442625596,2461213434,2480024674,2496446325,2510772964,2522452391
"Population, total",SP.POP.TOTL,World,WLD,5280062644,6114324044,7003760440,7089254548,7175500378,7261846543,7347679005,7433569330,7519183459,7602454161,7683372259,7761620146
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Afghanistan,AFG,48.3082195511101,48.8933733391986,47.7015904387273,47.0897594509305,46.3866707443965,45.6405891930531,44.8770388848851,44.2721132547375,43.6825260049196,43.0901755117794,42.4722713889586,41.8226014534499
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Albania,ALB,32.7746827292029,30.3336941234669,21.4713077137409,20.6005910580846,19.8562568229796,19.220282394292,18.6687276618372,18.383696445238,18.0283124879298,17.672873724304,17.399564097126,17.2358578454283
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Algeria,DZA,43.348968465968,34.3627190503519,27.4731478805595,27.668593655102,27.9168533575905,28.2642818158154,28.7075181814349,29.1344524005489,29.6395901838038,30.1486785862257,30.5503786096104,30.7835156672667
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Angola,AGO,47.5625709695818,47.1998337589894,47.1445349901888,47.1960194569596,47.2054250456675,47.1771593108235,47.108971147683,47.0533524343201,46.9530162996215,46.8089247095412,46.6220250275763,46.3953623946154
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Antigua and Barbuda,ATG,30.786207778915,28.6926436539676,24.0372872620528,23.6602550631021,23.2593207745094,22.8927637691493,22.5744394331274,22.4073545124673,22.2318864879593,22.0810917475022,21.9547354764307,21.8505243594849
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Argentina,ARG,30.7860125791223,28.4621942026895,25.822269817645,25.6518565976795,25.5099662219408,25.3681294857948,25.2111645305991,25.0794558115824,24.9267703815041,24.7609338351238,24.5955258782711,24.4353111421435
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Armenia,ARM,30.0438277290724,25.8110933997396,19.439826624922,19.5090966960378,19.665080059691,19.8677452239709,20.0800327322732,20.2602189334784,20.4543887834485,20.6334219249969,20.7659520084822,20.832344833009
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Aruba,ABW,24.5474585270881,23.1792015673671,20.530937028399,20.0926287051482,19.5930553805291,19.1117235531058,18.7030984943598,18.2574948508658,17.9801833608564,17.8024469743493,17.6204450966006,17.3819380701722
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Australia,AUS,22.0894170175731,20.8824232360373,19.0358630297336,18.9858709074959,18.920548100954,18.8832384093454,18.8873399028652,18.9523083816846,19.0650374095674,19.1906170385658,19.2754467111674,19.2924250165216
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Austria,AUT,16.9303163446574,16.8271478135089,14.522030576444,14.366588894886,14.2541848947002,14.174134269909,14.1199793516511,14.1706567545806,14.2309193719975,14.2979476320233,14.361857631549,14.4121767658946
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Azerbaijan,AZE,33.2025452724451,31.1477246412264,22.6050277298682,22.547473785421,22.6273745752476,22.75668020462,22.8738888955283,23.1373361847313,23.2876635802595,23.3695698603865,23.4419198468747,23.5152912312311
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,"Bahamas, The",BHS,32.4373690105884,29.3070648982892,26.4176340043051,25.8418962330576,25.1946651269579,24.5593349755688,23.9902620481767,23.3530018786548,22.8740946418514,22.4848756732367,22.0757313560062,21.6013467465492
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Bahrain,BHR,32.690233117107,30.1407891232616,20.3555761408472,20.4051097585742,20.5121107687441,20.674962109163,20.8497132706103,20.3899306490708,19.8414940069983,19.2543101196218,18.718696151287,18.2823560524808
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Bangladesh,BGD,42.0939436294103,36.9570187197413,31.4196976858643,30.8751483941945,30.3437442561577,29.8125546807414,29.2780668854543,28.7530634255702,28.2245879874421,27.706022482501,27.2143653845367,26.7545413051915
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Barbados,BRB,24.0261979949106,21.8068983297424,19.4659118616756,19.1941515891731,18.9105720798041,18.6043408958452,18.2823737225049,17.951965737799,17.6402358925627,17.342948147683,17.0504311471126,16.7603305785124
